timestamp,received_at,temperature,humidity,motion_counts,motion_state,battery_voltage
2025-09-19 20:52:57.607139,2025-09-19T20:52:57.607139,26.57,65.3,11791,No activity,3.084
2025-09-19 21:14:10.799653,2025-09-19T21:14:10.799653,26.41,65.7,11792,Activity,3.085
2025-09-19 21:14:10.799866,2025-09-19T21:14:10.799866,26.41,65.7,11792,Activity,3.085
2025-09-19 21:16:25.122946,2025-09-19T21:16:25.122946,26.39,65.8,11794,Activity,3.083
2025-09-19 21:16:25.124412,2025-09-19T21:16:25.124412,26.39,65.8,11794,Activity,3.083
2025-09-19 21:22:56.897591,2025-09-19T21:22:56.897591,26.34,66.2,11798,No activity,3.084
2025-09-19 21:22:56.897599,2025-09-19T21:22:56.897599,26.34,66.2,11798,No activity,3.084
2025-09-19 21:52:56.536136,2025-09-19T21:52:56.536136,26.16,66.4,11798,No activity,3.084
2025-09-19 21:52:56.536154,2025-09-19T21:52:56.536154,26.16,66.4,11798,No activity,3.084
2025-09-19 22:22:56.077104,2025-09-19T22:22:56.077104,26.02,66.7,11798,No activity,3.084
2025-09-19 22:22:56.077121,2025-09-19T22:22:56.077121,26.02,66.7,11798,No activity,3.084
2025-09-19 22:52:55.510194,2025-09-19T22:52:55.510194,25.91,66.3,11798,No activity,3.084
2025-09-19 22:52:55.510201,2025-09-19T22:52:55.510201,25.91,66.3,11798,No activity,3.084
2025-09-19 23:22:54.921350,2025-09-19T23:22:54.921350,25.79,67.2,11798,No activity,3.085
2025-09-19 23:22:54.922410,2025-09-19T23:22:54.922410,25.79,67.2,11798,No activity,3.085
2025-09-19 23:52:54.316183,2025-09-19T23:52:54.316183,25.75,66.3,11798,No activity,3.085
2025-09-19 23:52:54.316366,2025-09-19T23:52:54.316366,25.75,66.3,11798,No activity,3.085
2025-09-19 23:56:40.617399,2025-09-19T23:56:40.617399,25.72,66.3,11799,Activity,3.085
2025-09-19 23:56:40.618201,2025-09-19T23:56:40.618201,25.72,66.3,11799,Activity,3.085
2025-09-20 00:22:53.649402,2025-09-20T00:22:53.649402,25.68,66.5,11799,No activity,3.085
2025-09-20 00:22:53.649560,2025-09-20T00:22:53.649560,25.68,66.5,11799,No activity,3.085
2025-09-20 00:25:39.224001,2025-09-20T00:25:39.224001,25.63,66.2,11800,Activity,3.085
2025-09-20 00:25:39.224034,2025-09-20T00:25:39.224034,25.63,66.2,11800,Activity,3.085
2025-09-20 00:38:29.238112,2025-09-20T00:38:29.238112,25.6,66.3,11802,Activity,3.084
2025-09-20 00:38:29.238948,2025-09-20T00:38:29.238948,25.6,66.3,11802,Activity,3.084
2025-09-20 00:52:53.163154,2025-09-20T00:52:53.163154,25.58,66.5,11802,No activity,3.083
2025-09-20 00:52:53.166999,2025-09-20T00:52:53.166999,25.58,66.5,11802,No activity,3.083
2025-09-20 01:22:52.663662,2025-09-20T01:22:52.663662,25.45,66.2,11802,No activity,3.085
2025-09-20 01:22:52.663695,2025-09-20T01:22:52.663695,25.45,66.2,11802,No activity,3.085
2025-09-20 01:52:52.309565,2025-09-20T01:52:52.309565,25.4,65.8,11802,No activity,3.083
2025-09-20 01:52:52.310088,2025-09-20T01:52:52.310088,25.4,65.8,11802,No activity,3.083
2025-09-20 01:57:08.823964,2025-09-20T01:57:08.823964,25.36,65.2,11803,Activity,3.085
2025-09-20 01:57:08.824051,2025-09-20T01:57:08.824051,25.36,65.2,11803,Activity,3.085
2025-09-20 02:03:29.987168,2025-09-20T02:03:29.987168,25.34,65.1,11804,Activity,3.084
2025-09-20 02:03:29.987279,2025-09-20T02:03:29.987279,25.34,65.1,11804,Activity,3.084
2025-09-20 02:22:51.723332,2025-09-20T02:22:51.723332,25.3,64.8,11804,No activity,3.084
2025-09-20 02:22:51.725579,2025-09-20T02:22:51.725579,25.3,64.8,11804,No activity,3.084
2025-09-20 02:25:48.483753,2025-09-20T02:25:48.483753,25.29,65.0,11805,Activity,3.085
2025-09-20 02:25:48.486479,2025-09-20T02:25:48.486479,25.29,65.0,11805,Activity,3.085
2025-09-20 02:36:36.001191,2025-09-20T02:36:36.001191,25.26,65.1,11813,Activity,3.085
2025-09-20 02:36:36.001945,2025-09-20T02:36:36.001945,25.26,65.1,11813,Activity,3.085
2025-09-20 02:43:38.391679,2025-09-20T02:43:38.391679,25.27,65.2,11816,Activity,3.085
2025-09-20 02:52:30.822609,2025-09-20T02:52:30.822609,25.24,64.9,11817,Activity,3.085
2025-09-20 02:52:30.822645,2025-09-20T02:52:30.822645,25.24,64.9,11817,Activity,3.085
2025-09-20 02:52:51.302417,2025-09-20T02:52:51.302417,25.26,64.9,11818,No activity,3.086
2025-09-20 02:52:51.302424,2025-09-20T02:52:51.302424,25.26,64.9,11818,No activity,3.086
2025-09-20 02:54:39.951513,2025-09-20T02:54:39.951513,25.24,65.2,11826,Activity,3.086
2025-09-20 02:54:39.951524,2025-09-20T02:54:39.951524,25.24,65.2,11826,Activity,3.086
2025-09-20 02:57:36.722640,2025-09-20T02:57:36.722640,25.23,65.1,11829,Activity,3.083
2025-09-20 02:57:36.722733,2025-09-20T02:57:36.722733,25.23,65.1,11829,Activity,3.083
2025-09-20 03:22:50.859053,2025-09-20T03:22:50.859053,25.21,65.1,11838,No activity,3.084
2025-09-20 03:22:50.859060,2025-09-20T03:22:50.859060,25.21,65.1,11838,No activity,3.084
2025-09-20 03:43:32.085415,2025-09-20T03:43:32.085415,25.16,65.0,11839,Activity,3.085
2025-09-20 03:43:32.085427,2025-09-20T03:43:32.085427,25.16,65.0,11839,Activity,3.085
2025-09-20 03:52:44.757961,2025-09-20T03:52:44.757961,25.1,65.4,11847,Activity,3.083
2025-09-20 03:52:44.758056,2025-09-20T03:52:44.758056,25.1,65.4,11847,Activity,3.083
2025-09-20 03:52:51.825710,2025-09-20T03:52:51.825710,25.12,65.3,11848,No activity,3.084
2025-09-20 03:52:51.825791,2025-09-20T03:52:51.825791,25.12,65.3,11848,No activity,3.084
2025-09-20 04:00:41.129361,2025-09-20T04:00:41.129361,24.81,64.7,11849,Activity,3.085
2025-09-20 04:00:41.129802,2025-09-20T04:00:41.129802,24.81,64.7,11849,Activity,3.085
2025-09-20 04:02:42.066242,2025-09-20T04:02:42.066242,24.74,65.1,11859,Activity,3.085
2025-09-20 04:02:42.066287,2025-09-20T04:02:42.066287,24.74,65.1,11859,Activity,3.085
2025-09-20 04:05:24.989277,2025-09-20T04:05:24.989277,24.66,65.5,11861,Activity,3.085
2025-09-20 04:09:08.556688,2025-09-20T04:09:08.556688,24.58,66.0,11863,Activity,3.086
2025-09-20 04:09:08.558110,2025-09-20T04:09:08.558110,24.58,66.0,11863,Activity,3.086
2025-09-20 04:17:09.611500,2025-09-20T04:17:09.611500,24.66,66.3,11866,Activity,3.084
2025-09-20 04:17:09.611568,2025-09-20T04:17:09.611568,24.66,66.3,11866,Activity,3.084
2025-09-20 04:22:22.290951,2025-09-20T04:22:22.290951,24.69,66.3,11867,Activity,3.085
2025-09-20 04:22:22.291480,2025-09-20T04:22:22.291480,24.69,66.3,11867,Activity,3.085
2025-09-20 04:22:49.909343,2025-09-20T04:22:49.909343,24.69,66.2,11867,No activity,3.085
2025-09-20 04:22:49.912353,2025-09-20T04:22:49.912353,24.69,66.2,11867,No activity,3.085
2025-09-20 04:25:03.738268,2025-09-20T04:25:03.738268,24.72,66.3,11868,Activity,3.084
2025-09-20 04:25:03.738325,2025-09-20T04:25:03.738325,24.72,66.3,11868,Activity,3.084
2025-09-20 04:27:08.955356,2025-09-20T04:27:08.955356,24.74,66.5,11890,Activity,3.085
2025-09-20 04:27:08.955527,2025-09-20T04:27:08.955527,24.74,66.5,11890,Activity,3.085
2025-09-20 04:29:38.466815,2025-09-20T04:29:38.466815,24.75,66.8,11892,Activity,3.085
2025-09-20 04:29:38.466835,2025-09-20T04:29:38.466835,24.75,66.8,11892,Activity,3.085
2025-09-20 04:33:04.619919,2025-09-20T04:33:04.619919,24.78,66.8,11899,Activity,3.087
2025-09-20 04:33:04.620126,2025-09-20T04:33:04.620126,24.78,66.8,11899,Activity,3.087
2025-09-20 04:35:04.695510,2025-09-20T04:35:04.695510,24.78,66.7,11906,Activity,3.086
2025-09-20 04:35:04.695609,2025-09-20T04:35:04.695609,24.78,66.7,11906,Activity,3.086
2025-09-20 04:37:17.538812,2025-09-20T04:37:17.538812,24.76,66.8,11924,Activity,3.084
2025-09-20 04:37:17.538833,2025-09-20T04:37:17.538833,24.76,66.8,11924,Activity,3.084
2025-09-20 04:39:40.442473,2025-09-20T04:39:40.442473,24.76,66.9,11935,Activity,3.085
2025-09-20 04:39:40.442602,2025-09-20T04:39:40.442602,24.76,66.9,11935,Activity,3.085
2025-09-20 04:41:53.761996,2025-09-20T04:41:53.761996,24.76,66.8,11947,Activity,3.086
2025-09-20 04:41:53.762019,2025-09-20T04:41:53.762019,24.76,66.8,11947,Activity,3.086
2025-09-20 04:47:08.554729,2025-09-20T04:47:08.554729,24.75,66.7,11960,Activity,3.084
2025-09-20 04:47:08.554738,2025-09-20T04:47:08.554738,24.75,66.7,11960,Activity,3.084
2025-09-20 04:49:11.065804,2025-09-20T04:49:11.065804,24.81,66.7,11961,Activity,3.085
2025-09-20 04:49:11.065827,2025-09-20T04:49:11.065827,24.81,66.7,11961,Activity,3.085
2025-09-20 04:51:13.744797,2025-09-20T04:51:13.744797,24.78,66.5,11969,Activity,3.084
2025-09-20 04:51:13.744837,2025-09-20T04:51:13.744837,24.78,66.5,11969,Activity,3.084
2025-09-20 04:52:49.336043,2025-09-20T04:52:49.336043,24.79,66.6,11977,No activity,3.085
2025-09-20 04:52:49.336781,2025-09-20T04:52:49.336781,24.79,66.6,11977,No activity,3.085
2025-09-20 04:53:23.897407,2025-09-20T04:53:23.897407,24.76,66.5,11979,Activity,3.084
2025-09-20 04:53:23.897500,2025-09-20T04:53:23.897500,24.76,66.5,11979,Activity,3.084
2025-09-20 05:00:31.197756,2025-09-20T05:00:31.197756,24.76,66.4,11987,Activity,3.085
2025-09-20 05:00:31.197884,2025-09-20T05:00:31.197884,24.76,66.4,11987,Activity,3.085
2025-09-20 05:02:57.121783,2025-09-20T05:02:57.121783,24.78,66.4,11997,Activity,3.083
2025-09-20 05:02:57.121851,2025-09-20T05:02:57.121851,24.78,66.4,11997,Activity,3.083
2025-09-20 05:05:11.858966,2025-09-20T05:05:11.858966,24.78,66.5,12009,Activity,3.085
2025-09-20 05:05:11.859077,2025-09-20T05:05:11.859077,24.78,66.5,12009,Activity,3.085
2025-09-20 05:08:40.183113,2025-09-20T05:08:40.183113,24.79,66.4,12013,Activity,3.085
2025-09-20 05:08:40.183140,2025-09-20T05:08:40.183140,24.79,66.4,12013,Activity,3.085
2025-09-20 05:10:42.084431,2025-09-20T05:10:42.084431,24.79,66.5,12030,Activity,3.085
2025-09-20 05:10:42.085833,2025-09-20T05:10:42.085833,24.79,66.5,12030,Activity,3.085
2025-09-20 05:13:18.881250,2025-09-20T05:13:18.881250,24.83,66.8,12034,Activity,3.085
2025-09-20 05:13:18.881797,2025-09-20T05:13:18.881797,24.83,66.8,12034,Activity,3.085
2025-09-20 05:19:57.176907,2025-09-20T05:19:57.176907,24.83,67.1,12053,Activity,3.084
2025-09-20 05:19:57.176939,2025-09-20T05:19:57.176939,24.83,67.1,12053,Activity,3.084
2025-09-20 05:22:07.733594,2025-09-20T05:22:07.733594,24.89,67.3,12064,Activity,3.084
2025-09-20 05:22:07.734264,2025-09-20T05:22:07.734264,24.89,67.3,12064,Activity,3.084
2025-09-20 05:22:48.772604,2025-09-20T05:22:48.772604,24.89,67.2,12066,No activity,3.083
2025-09-20 05:24:54.925458,2025-09-20T05:24:54.925458,24.9,67.1,12069,Activity,3.083
2025-09-20 05:24:54.925967,2025-09-20T05:24:54.925967,24.9,67.1,12069,Activity,3.083
2025-09-20 05:30:41.804459,2025-09-20T05:30:41.804459,24.93,67.3,12077,Activity,3.084
2025-09-20 05:30:41.804486,2025-09-20T05:30:41.804486,24.93,67.3,12077,Activity,3.084
2025-09-20 05:32:42.501166,2025-09-20T05:32:42.501166,24.96,67.2,12092,Activity,3.084
2025-09-20 05:32:42.503907,2025-09-20T05:32:42.503907,24.96,67.2,12092,Activity,3.084
2025-09-20 05:34:56.208686,2025-09-20T05:34:56.208686,24.97,67.2,12106,Activity,3.086
2025-09-20 05:34:56.208687,2025-09-20T05:34:56.208687,24.97,67.2,12106,Activity,3.086
2025-09-20 05:37:02.310641,2025-09-20T05:37:02.310641,25.02,67.3,12115,Activity,3.086
2025-09-20 05:37:02.310753,2025-09-20T05:37:02.310753,25.02,67.3,12115,Activity,3.086
2025-09-20 05:39:06.920814,2025-09-20T05:39:06.920814,25.03,67.2,12130,Activity,3.083
2025-09-20 05:39:06.921721,2025-09-20T05:39:06.921721,25.03,67.2,12130,Activity,3.083
2025-09-20 05:41:08.447177,2025-09-20T05:41:08.447177,25.08,67.3,12144,Activity,3.085
2025-09-20 05:41:08.447197,2025-09-20T05:41:08.447197,25.08,67.3,12144,Activity,3.085
2025-09-20 05:43:17.859502,2025-09-20T05:43:17.859502,25.1,67.3,12157,Activity,3.084
2025-09-20 05:43:17.859507,2025-09-20T05:43:17.859507,25.1,67.3,12157,Activity,3.084
2025-09-20 05:45:25.168727,2025-09-20T05:45:25.168727,25.12,67.3,12172,Activity,3.083
2025-09-20 05:45:25.168737,2025-09-20T05:45:25.168737,25.12,67.3,12172,Activity,3.083
2025-09-20 05:47:26.056178,2025-09-20T05:47:26.056178,25.14,67.3,12184,Activity,3.082
2025-09-20 05:47:26.056354,2025-09-20T05:47:26.056354,25.14,67.3,12184,Activity,3.082
2025-09-20 05:50:53.145605,2025-09-20T05:50:53.145605,25.2,67.6,12188,Activity,3.083
2025-09-20 05:52:48.036132,2025-09-20T05:52:48.036132,25.21,67.7,12201,No activity,3.084
2025-09-20 05:52:48.036159,2025-09-20T05:52:48.036159,25.21,67.7,12201,No activity,3.084
2025-09-20 05:52:55.059173,2025-09-20T05:52:55.059173,25.2,67.7,12202,Activity,3.084
2025-09-20 05:58:54.194677,2025-09-20T05:58:54.194677,25.27,67.8,12204,Activity,3.083
2025-09-20 05:58:54.194690,2025-09-20T05:58:54.194690,25.27,67.8,12204,Activity,3.083
2025-09-20 06:05:08.252644,2025-09-20T06:05:08.252644,25.31,68.2,12205,Activity,3.083
2025-09-20 06:05:08.252649,2025-09-20T06:05:08.252649,25.31,68.2,12205,Activity,3.083
2025-09-20 06:09:27.753711,2025-09-20T06:09:27.753711,25.31,68.5,12212,Activity,3.084
2025-09-20 06:09:27.753829,2025-09-20T06:09:27.753829,25.31,68.5,12212,Activity,3.084
2025-09-20 06:11:39.263366,2025-09-20T06:11:39.263366,25.31,68.5,12222,Activity,3.084
2025-09-20 06:11:39.263377,2025-09-20T06:11:39.263377,25.31,68.5,12222,Activity,3.084
2025-09-20 06:14:06.073658,2025-09-20T06:14:06.073658,25.33,68.5,12224,Activity,3.086
2025-09-20 06:14:06.073660,2025-09-20T06:14:06.073660,25.33,68.5,12224,Activity,3.086
2025-09-20 06:22:47.429144,2025-09-20T06:22:47.429144,25.37,68.6,12229,No activity,3.085
2025-09-20 06:22:47.429162,2025-09-20T06:22:47.429162,25.37,68.6,12229,No activity,3.085
2025-09-20 06:24:17.261349,2025-09-20T06:24:17.261349,25.37,68.6,12230,Activity,3.084
2025-09-20 06:24:17.261355,2025-09-20T06:24:17.261355,25.37,68.6,12230,Activity,3.084
2025-09-20 06:32:00.416832,2025-09-20T06:32:00.416832,25.38,68.2,12232,Activity,3.083
2025-09-20 06:32:00.416845,2025-09-20T06:32:00.416845,25.38,68.2,12232,Activity,3.083
2025-09-20 06:41:51.945500,2025-09-20T06:41:51.945500,25.44,68.8,12235,Activity,3.084
2025-09-20 06:41:51.945501,2025-09-20T06:41:51.945501,25.44,68.8,12235,Activity,3.084
2025-09-20 06:52:46.811255,2025-09-20T06:52:46.811255,25.52,69.1,12241,No activity,3.083
2025-09-20 06:52:46.811262,2025-09-20T06:52:46.811262,25.52,69.1,12241,No activity,3.083
2025-09-20 07:10:25.157528,2025-09-20T07:10:25.157528,25.64,69.7,12242,Activity,3.082
2025-09-20 07:10:25.158384,2025-09-20T07:10:25.158384,25.64,69.7,12242,Activity,3.082
2025-09-20 07:14:09.400767,2025-09-20T07:14:09.400767,25.67,69.8,12247,Activity,3.084
2025-09-20 07:21:20.775718,2025-09-20T07:21:20.775718,25.69,69.6,12249,Activity,3.084
2025-09-20 07:22:46.524175,2025-09-20T07:22:46.524175,25.71,69.5,12252,No activity,3.084
2025-09-20 07:23:50.241938,2025-09-20T07:23:50.241938,25.71,69.6,12255,Activity,3.084
2025-09-20 07:27:21.147328,2025-09-20T07:27:21.147328,25.72,69.7,12256,Activity,3.083
2025-09-20 07:29:58.250201,2025-09-20T07:29:58.250201,25.74,69.8,12262,Activity,3.085
2025-09-20 07:32:06.627411,2025-09-20T07:32:06.627411,25.76,69.9,12268,Activity,3.084
2025-09-20 18:33:39.486662,2025-09-20T18:33:39.486662,25.69,67.6,12616,Activity,3.084
2025-09-20 18:34:04.068144,2025-09-20T18:34:04.068144,25.69,67.6,12616,Activity,3.084
2025-09-20 19:52:33.197928,2025-09-20T19:52:33.197928,25.68,64.6,12684,No activity,3.083
2025-09-20 19:52:33.198329,2025-09-20T19:52:33.198329,25.68,64.6,12684,No activity,3.083
2025-09-21 16:42:59.061111,2025-09-21T16:42:59.061111,26.33,63.1,14007,Activity,3.085
2025-09-21 16:42:59.061588,2025-09-21T16:42:59.061588,26.33,63.1,14007,Activity,3.085
2025-09-21 17:00:50.204541,2025-09-21T17:00:50.204541,26.24,64.5,14014,Activity,3.083
2025-09-21 17:00:50.206813,2025-09-21T17:00:50.206813,26.24,64.5,14014,Activity,3.083
2025-09-21 17:03:10.490640,2025-09-21T17:03:10.490640,26.29,64.8,14019,Activity,3.083
2025-09-21 17:03:10.491193,2025-09-21T17:03:10.491193,26.29,64.8,14019,Activity,3.083
2025-09-21 17:09:44.852719,2025-09-21T17:09:44.852719,26.23,65.4,14053,Activity,3.083
2025-09-21 17:09:44.852720,2025-09-21T17:09:44.852720,26.23,65.4,14053,Activity,3.083
2025-09-21 17:12:33.543902,2025-09-21T17:12:33.543902,26.24,65.5,14061,Activity,3.085
2025-09-21 17:12:33.543915,2025-09-21T17:12:33.543915,26.24,65.5,14061,Activity,3.085
2025-09-21 17:14:34.346449,2025-09-21T17:14:34.346449,26.24,65.6,14080,Activity,3.083
2025-09-21 17:14:34.346450,2025-09-21T17:14:34.346450,26.24,65.6,14080,Activity,3.083
2025-09-21 17:16:41.657786,2025-09-21T17:16:41.657786,26.24,65.7,14096,Activity,3.083
2025-09-21 17:16:41.660257,2025-09-21T17:16:41.660257,26.24,65.7,14096,Activity,3.083
2025-09-21 17:19:45.023272,2025-09-21T17:19:45.023272,26.23,65.8,14101,Activity,3.084
2025-09-21 17:19:45.024252,2025-09-21T17:19:45.024252,26.23,65.8,14101,Activity,3.084
2025-09-21 17:22:08.122753,2025-09-21T17:22:08.122753,26.24,65.9,14107,Activity,3.084
2025-09-21 17:22:14.429548,2025-09-21T17:22:14.429548,26.23,65.9,14108,No activity,3.083
2025-09-21 17:22:14.429752,2025-09-21T17:22:14.429752,26.23,65.9,14108,No activity,3.083
2025-09-21 17:26:23.084765,2025-09-21T17:26:23.084765,26.23,64.8,14118,Activity,3.084
2025-09-21 17:26:23.084783,2025-09-21T17:26:23.084783,26.23,64.8,14118,Activity,3.084
2025-09-21 17:32:06.463556,2025-09-21T17:32:06.463556,26.23,63.7,14134,Activity,3.086
2025-09-21 17:32:06.747396,2025-09-21T17:32:06.747396,26.23,63.7,14134,Activity,3.086
2025-09-21 17:43:43.651051,2025-09-21T17:43:43.651051,25.91,64.1,14148,Activity,3.082
2025-09-21 17:50:16.292833,2025-09-21T17:50:16.292833,25.82,64.1,14182,Activity,3.083
2025-09-21 17:52:20.960745,2025-09-21T17:52:20.960745,25.84,64.2,14188,Activity,3.084
2025-09-21 17:56:39.928293,2025-09-21T17:56:39.928293,25.85,64.0,14197,Activity,3.084
2025-09-21 17:59:26.110185,2025-09-21T17:59:26.110185,25.82,64.1,14202,Activity,3.084
2025-09-21 18:01:27.917009,2025-09-21T18:01:27.917009,25.81,64.2,14214,Activity,3.083
2025-09-21 18:03:39.299002,2025-09-21T18:03:39.299002,25.79,64.4,14230,Activity,3.083
2025-09-21 18:07:41.846450,2025-09-21T18:07:41.846450,25.76,64.4,14257,Activity,3.084
2025-09-21 18:09:54.074317,2025-09-21T18:09:54.074317,25.76,64.2,14267,Activity,3.085
2025-09-21 18:13:15.185264,2025-09-21T18:13:15.185264,25.74,64.7,14275,Activity,3.084
2025-09-21 18:15:17.633526,2025-09-21T18:15:17.633526,25.75,64.8,14283,Activity,3.085
2025-09-21 18:17:30.529773,2025-09-21T18:17:30.529773,25.79,65.2,14286,Activity,3.082
2025-09-21 18:22:23.651571,2025-09-21T18:22:23.651571,25.88,65.5,14300,Activity,3.084
2025-09-21 18:28:33.448010,2025-09-21T18:28:33.448010,25.95,65.8,14354,Activity,3.085
2025-09-21 18:31:05.761875,2025-09-21T18:31:05.761875,25.98,65.8,14363,Activity,3.083
2025-09-21 18:34:20.256987,2025-09-21T18:34:20.256987,25.98,66.0,14373,Activity,3.082
2025-09-21 18:38:05.788911,2025-09-21T18:38:05.788911,26.0,65.9,14376,Activity,3.083
2025-09-21 18:43:40.865093,2025-09-21T18:43:40.865093,26.05,65.6,14377,Activity,3.085
2025-09-21 18:46:32.594800,2025-09-21T18:46:32.594800,26.05,65.2,14378,Activity,3.084
2025-09-21 18:49:05.699560,2025-09-21T18:49:05.699560,26.06,65.1,14380,Activity,3.084
2025-09-24 08:21:04.931634,2025-09-24T08:21:04.931634,27.29,63.3,16736,No activity,3.086
2025-09-24 08:21:04.936798,2025-09-24T08:21:04.936798,27.29,63.3,16736,No activity,3.086
2025-09-24 09:18:37.294356,2025-09-24T09:18:37.294356,27.44,62.1,16737,Activity,3.085
2025-09-24 09:18:37.294361,2025-09-24T09:18:37.294361,27.44,62.1,16737,Activity,3.085
2025-09-24 09:20:37.980328,2025-09-24T09:20:37.980328,27.4,61.8,16744,Activity,3.086
2025-09-24 09:20:37.980332,2025-09-24T09:20:37.980332,27.4,61.8,16744,Activity,3.086
2025-09-24 09:21:03.794407,2025-09-24T09:21:03.794407,27.42,61.8,16747,No activity,3.086
2025-09-24 09:21:03.795193,2025-09-24T09:21:03.795193,27.42,61.8,16747,No activity,3.086
2025-09-24 09:27:59.473452,2025-09-24T09:27:59.473452,27.4,60.5,16749,Activity,3.085
2025-09-24 09:27:59.473458,2025-09-24T09:27:59.473458,27.4,60.5,16749,Activity,3.085
2025-09-24 09:30:17.752877,2025-09-24T09:30:17.752877,27.4,61.2,16757,Activity,3.086
2025-09-24 09:30:17.753568,2025-09-24T09:30:17.753568,27.4,61.2,16757,Activity,3.086
2025-09-24 09:32:22.297934,2025-09-24T09:32:22.297934,27.43,61.9,16770,Activity,3.086
2025-09-24 09:32:22.302361,2025-09-24T09:32:22.302361,27.43,61.9,16770,Activity,3.086
2025-09-24 09:34:26.969000,2025-09-24T09:34:26.969000,27.43,62.6,16785,Activity,3.087
2025-09-24 09:34:26.971770,2025-09-24T09:34:26.971770,27.43,62.6,16785,Activity,3.087
2025-09-24 09:51:03.223510,2025-09-24T09:51:03.223510,27.47,64.0,16789,No activity,3.085
2025-09-24 09:51:03.224092,2025-09-24T09:51:03.224092,27.47,64.0,16789,No activity,3.085
2025-09-24 10:21:02.753107,2025-09-24T10:21:02.753107,27.54,61.8,16789,No activity,3.085
2025-09-24 10:21:02.753112,2025-09-24T10:21:02.753112,27.54,61.8,16789,No activity,3.085
2025-10-06 09:12:41.058792,2025-10-06T09:12:41.058792,24.54,72.1,4919,No activity,3.076
2025-10-06 09:12:41.059151,2025-10-06T09:12:41.059151,24.54,72.1,4919,No activity,3.076
2025-10-06 09:22:40.705499,2025-10-06T09:22:40.705499,24.54,72.1,4919,No activity,3.077
2025-10-06 09:22:40.705505,2025-10-06T09:22:40.705505,24.54,72.1,4919,No activity,3.077
2025-10-06 09:32:40.514443,2025-10-06T09:32:40.514443,24.61,71.9,4919,No activity,3.075
2025-10-06 09:32:40.514444,2025-10-06T09:32:40.514444,24.61,71.9,4919,No activity,3.075
2025-10-06 09:42:40.268693,2025-10-06T09:42:40.268693,24.62,72.1,4919,No activity,3.076
